review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,room_type
4.8,4.89,4.81,4.99,4.98,4.91,4.83,164,Entire home/apt
4.78,4.94,4.33,4.94,4.94,5.0,4.89,66,Private room
4.5,5.0,5.0,5.0,5.0,4.5,5.0,100,Entire home/apt
4.78,4.89,4.61,4.96,4.96,4.93,4.71,225,Entire home/apt
4.77,4.85,4.71,4.96,4.94,4.83,4.74,262,Entire home/apt
4.9,4.95,4.95,4.98,4.95,4.88,4.9,101,Entire home/apt
4.8,4.93,4.94,4.99,4.96,4.71,4.77,123,Entire home/apt
0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90,Entire home/apt
4.96,4.96,4.96,4.96,4.96,4.7,4.83,110,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,200,Entire home/apt
4.57,4.67,4.49,4.83,4.86,4.91,4.47,223,Entire home/apt
4.61,4.79,4.68,4.79,4.86,4.89,4.62,216,Entire home/apt
5.0,5.0,4.94,5.0,5.0,4.94,4.75,200,Private room
4.84,4.89,4.89,5.0,4.79,4.79,4.53,120,Entire home/apt
4.94,4.88,4.76,4.88,5.0,5.0,4.76,179,Entire home/apt
4.87,4.93,4.93,4.93,4.91,4.82,4.76,120,Private room
4.95,4.9,4.55,4.85,4.95,5.0,4.65,159,Entire home/apt
4.79,4.87,4.79,4.77,4.95,4.96,4.63,285,Entire home/apt
4.0,4.07,4.0,4.2,4.33,4.6,3.47,155,Entire home/apt
4.38,4.54,4.38,4.77,4.85,4.77,3.77,120,Entire home/apt
4.93,4.93,4.96,4.98,4.96,4.8,4.87,298,Entire home/apt
4.83,4.93,4.85,4.95,4.92,4.87,4.93,60,Private room
4.84,4.9,4.95,4.93,4.91,4.71,4.79,123,Entire home/apt
4.94,5.0,4.88,4.94,4.94,5.0,4.82,95,Entire home/apt
4.56,4.75,4.56,4.88,4.75,4.56,4.19,120,Entire home/apt
5.0,5.0,4.96,5.0,4.96,4.58,4.92,210,Entire home/apt
4.84,4.88,4.84,4.92,4.86,4.78,4.8,128,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,80,Private room
4.25,4.25,5.0,5.0,4.5,4.25,4.5,73,Private room
4.68,4.79,4.53,4.63,4.47,4.95,4.63,175,Entire home/apt
5.0,4.5,5.0,5.0,5.0,5.0,5.0,350,Entire home/apt
4.8,4.84,4.82,4.87,4.83,4.79,4.73,120,Entire home/apt
4.77,4.83,4.74,4.74,4.77,4.8,4.74,210,Hotel room
4.71,4.89,4.64,4.94,4.94,4.96,4.67,85,Private room
4.75,4.86,4.56,4.92,4.96,4.96,4.69,80,Private room
4.96,4.96,5.0,5.0,4.96,4.91,4.96,110,Entire home/apt
4.89,4.91,4.98,4.83,4.96,4.83,4.85,100,Entire home/apt
4.9,5.0,4.86,5.0,5.0,4.95,4.81,340,Entire home/apt
4.11,4.53,3.97,4.72,4.67,4.39,4.25,80,Entire home/apt
5.0,4.92,4.88,5.0,5.0,4.96,4.75,75,Private room
4.65,4.71,4.59,4.82,4.88,4.65,4.35,120,Entire home/apt
4.33,4.47,4.07,4.67,4.6,4.8,4.27,120,Entire home/apt
4.9,4.87,4.97,5.0,5.0,4.93,4.87,82,Entire home/apt
4.34,4.8,3.91,4.51,4.8,4.97,4.69,171,Entire home/apt
4.98,4.98,4.99,5.0,5.0,4.89,4.95,110,Private room
4.85,4.91,4.82,4.98,4.98,4.93,4.8,139,Entire home/apt
5.0,5.0,4.92,5.0,5.0,4.85,4.77,328,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.6,5.0,180,Entire home/apt
4.89,4.95,4.92,4.97,4.87,4.74,4.84,99,Entire home/apt
4.85,4.95,4.94,4.94,4.97,4.87,4.78,84,Private room
4.93,4.95,4.79,4.96,4.96,4.87,4.91,99,Private room
4.41,4.67,4.63,4.65,4.67,4.78,4.54,172,Entire home/apt
4.55,4.59,4.57,4.55,4.64,4.93,4.43,399,Entire home/apt
4.93,4.94,4.96,4.98,4.97,4.73,4.85,131,Entire home/apt
5.0,5.0,4.83,4.92,5.0,4.92,4.83,164,Entire home/apt
4.5,4.88,4.63,5.0,4.88,4.75,4.63,180,Entire home/apt
4.72,4.73,4.74,4.9,4.91,4.56,4.55,85,Entire home/apt
4.64,4.64,4.36,4.82,5.0,4.91,4.27,120,Entire home/apt
4.94,4.95,4.97,4.95,4.98,4.97,4.84,225,Entire home/apt
4.71,4.77,4.68,4.75,4.88,4.87,4.6,285,Entire home/apt
4.71,4.8,4.62,4.79,4.92,4.92,4.64,269,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.0,4.5,150,Entire home/apt
4.48,4.58,3.99,4.85,4.8,4.84,4.58,175,Entire home/apt
4.83,4.92,4.81,5.0,4.97,4.86,4.64,195,Entire home/apt
4.9,4.95,4.95,4.93,4.95,4.9,4.9,100,Entire home/apt
4.72,4.91,4.66,4.88,4.87,4.75,4.84,75,Private room
4.67,5.0,5.0,5.0,5.0,5.0,5.0,200,Entire home/apt
4.78,4.81,4.48,4.93,4.85,4.89,4.74,154,Private room
4.8,4.87,4.67,4.93,5.0,5.0,4.8,55,Private room
4.87,4.98,4.97,4.84,4.97,4.98,4.74,435,Entire home/apt
4.82,4.86,4.88,5.0,4.95,5.0,4.83,256,Entire home/apt
4.67,5.0,5.0,5.0,5.0,5.0,4.67,485,Entire home/apt
4.93,4.95,4.97,4.93,4.96,4.98,4.82,274,Entire home/apt
4.73,4.81,4.65,4.91,4.9,4.74,4.72,239,Entire home/apt
4.72,4.85,4.61,4.88,4.87,4.97,4.68,85,Private room
4.97,4.93,4.87,4.98,4.95,5.0,4.77,949,Entire home/apt
4.65,4.9,4.5,5.0,4.8,4.95,4.45,120,Entire home/apt
5.0,4.6,5.0,4.8,5.0,4.8,4.4,175,Entire home/apt
4.87,4.94,4.95,4.97,4.96,4.77,4.84,74,Private room
4.87,4.93,4.87,4.67,4.87,5.0,4.87,101,Entire home/apt
4.88,4.92,4.94,4.98,4.96,4.88,4.69,127,Private room
4.91,4.95,4.98,4.95,4.94,4.81,4.86,116,Private room
4.94,4.95,4.84,4.79,4.92,4.98,4.73,175,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.89,145,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.71,90,Entire home/apt
4.64,4.88,4.64,4.96,4.92,4.92,4.52,200,Entire home/apt
4.91,4.83,4.75,5.0,5.0,5.0,4.67,130,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.92,4.92,221,Entire home/apt
4.98,4.98,4.98,4.81,4.98,4.96,4.77,485,Entire home/apt
4.66,4.78,4.61,4.76,4.88,4.87,4.57,285,Entire home/apt
4.65,4.73,4.53,4.8,4.78,4.59,4.71,95,Entire home/apt
5.0,5.0,4.85,4.95,5.0,4.8,4.95,49,Private room
4.6,4.87,4.8,4.93,4.93,4.8,4.4,115,Entire home/apt
4.57,4.86,4.14,4.93,4.79,5.0,4.21,120,Entire home/apt
4.92,4.97,4.9,4.98,5.0,4.98,4.86,264,Entire home/apt
4.97,4.98,5.0,4.99,4.99,4.91,4.87,187,Entire home/apt
4.87,4.95,4.9,4.91,4.94,4.49,4.79,205,Entire home/apt
5.0,4.96,4.98,4.98,4.96,4.98,4.96,160,Entire home/apt
4.92,5.0,4.9,4.94,5.0,4.88,4.83,150,Entire home/apt
4.85,4.9,4.6,4.85,4.9,4.85,4.8,325,Entire home/apt
4.72,4.85,4.67,4.93,4.92,4.9,4.67,80,Private room
4.75,4.94,4.69,5.0,5.0,4.88,4.69,400,Entire home/apt
4.89,5.0,5.0,5.0,5.0,5.0,4.33,250,Entire home/apt
4.85,4.95,4.87,4.79,4.9,4.97,4.72,271,Entire home/apt
5.0,5.0,4.9,4.8,5.0,5.0,4.9,129,Entire home/apt
5.0,5.0,5.0,4.8,5.0,5.0,4.4,250,Entire home/apt
4.63,4.75,4.88,5.0,5.0,4.88,4.75,37,Private room
5.0,5.0,5.0,5.0,5.0,5.0,4.75,250,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.67,270,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,270,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,395,Entire home/apt
4.77,4.72,4.91,4.89,4.92,4.93,4.65,257,Entire home/apt
4.93,4.93,4.85,5.0,5.0,4.92,4.87,599,Entire home/apt
4.71,4.87,4.91,4.89,4.81,4.75,4.69,100,Entire home/apt
4.81,4.85,4.81,4.44,4.85,4.87,4.52,169,Entire home/apt
4.71,4.83,4.68,4.89,4.87,4.9,4.67,225,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,40,Private room
4.69,4.78,4.59,4.94,4.93,4.96,4.63,84,Private room
5.0,5.0,4.86,5.0,5.0,4.86,4.86,300,Entire home/apt
4.9,4.92,4.94,4.92,4.96,4.92,4.76,110,Entire home/apt
4.0,5.0,4.0,5.0,5.0,5.0,4.0,30,Private room
4.8,4.76,4.67,4.85,4.93,4.89,4.59,359,Entire home/apt
4.69,4.78,4.75,4.74,4.63,4.94,4.29,220,Entire home/apt
4.33,4.56,4.29,4.75,4.59,4.67,4.44,95,Private room
4.88,4.86,4.84,4.77,4.88,4.93,4.67,150,Entire home/apt
4.55,4.51,4.8,4.5,4.73,4.89,4.35,130,Entire home/apt
4.91,4.92,4.9,5.0,4.95,4.97,4.84,332,Entire home/apt
4.78,4.83,4.88,4.91,4.92,4.88,4.74,153,Entire home/apt
5.0,4.92,4.92,5.0,4.92,4.92,4.75,334,Entire home/apt
4.63,4.57,4.77,4.69,4.74,4.63,4.49,120,Entire home/apt
4.64,4.73,4.27,4.82,4.45,4.73,4.09,140,Entire home/apt
4.33,3.83,3.67,4.33,4.67,4.5,3.83,120,Entire home/apt
4.66,4.79,4.79,4.79,4.81,4.81,4.74,120,Entire home/apt
4.71,4.71,4.43,4.71,4.71,4.71,4.64,80,Private room
4.78,4.82,4.92,4.72,4.83,4.36,4.59,219,Entire home/apt
4.63,4.9,4.76,4.98,4.98,4.98,4.48,460,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.71,5.0,400,Entire home/apt
5.0,4.93,5.0,5.0,5.0,4.93,4.79,109,Entire home/apt
4.83,4.75,4.58,4.83,4.58,5.0,4.58,142,Entire home/apt
4.97,4.95,4.97,4.98,4.98,4.9,4.75,860,Entire home/apt
4.94,4.83,4.89,5.0,5.0,5.0,4.72,344,Entire home/apt
4.96,4.96,4.96,5.0,5.0,5.0,4.92,100,Entire home/apt
4.75,4.88,4.5,5.0,5.0,4.75,4.38,120,Entire home/apt
4.75,4.84,4.74,4.85,4.88,4.78,4.6,100,Private room
4.89,4.67,4.56,4.78,4.89,4.89,4.33,165,Private room
4.91,4.94,4.97,4.99,4.99,4.8,4.75,450,Entire home/apt
4.77,4.8,4.73,4.91,4.74,4.93,4.73,339,Entire home/apt
4.94,4.96,4.96,4.99,4.98,4.91,4.9,116,Private room
4.82,4.85,4.8,4.92,4.95,4.81,4.77,110,Private room
4.96,4.96,4.92,4.96,5.0,4.88,4.92,91,Entire home/apt
4.72,4.77,4.83,4.93,4.91,4.75,4.7,148,Entire home/apt
4.86,4.82,4.81,4.88,4.96,4.97,4.7,261,Entire home/apt
4.89,4.89,4.96,4.98,5.0,4.96,4.75,363,Entire home/apt
4.85,4.89,4.61,4.81,4.96,4.95,4.73,375,Entire home/apt
4.84,4.89,5.0,4.93,4.98,4.91,4.69,379,Entire home/apt
4.9,4.94,4.87,4.97,4.97,4.81,4.65,269,Entire home/apt
4.44,4.74,4.76,4.94,4.9,4.68,4.51,99,Entire home/apt
4.71,4.71,4.69,4.93,4.86,4.74,4.52,125,Entire home/apt
4.82,4.88,4.89,4.93,4.89,4.95,4.8,157,Entire home/apt
4.67,4.67,4.67,5.0,4.5,4.83,4.17,450,Private room
4.8,4.93,4.73,5.0,4.93,4.73,4.67,150,Private room
4.75,4.88,4.75,4.88,5.0,4.63,4.38,368,Entire home/apt
4.89,4.9,4.9,4.95,4.92,4.68,4.71,320,Entire home/apt
4.99,4.94,4.97,4.9,5.0,4.98,4.8,436,Entire home/apt
4.91,4.97,4.97,4.89,4.93,4.97,4.76,377,Entire home/apt
4.85,4.85,4.77,5.0,4.92,4.69,4.54,514,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,50,Private room
4.69,4.84,4.71,4.93,4.95,4.88,4.7,148,Entire home/apt
4.81,4.98,4.69,4.86,4.98,4.98,4.62,124,Entire home/apt
4.89,4.87,4.89,5.0,4.96,4.72,4.74,158,Entire home/apt
5.0,5.0,4.8,5.0,5.0,5.0,5.0,200,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,259,Entire home/apt
4.94,4.89,4.94,4.97,4.95,4.92,4.78,283,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,98,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,120,Entire home/apt
4.89,4.95,4.98,4.98,4.91,4.93,4.75,274,Private room
4.82,4.97,4.91,5.0,4.98,4.69,4.74,225,Entire home/apt
4.88,4.89,4.92,4.97,4.89,4.7,4.73,307,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.75,4.75,55,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,78,Entire home/apt
4.98,4.96,4.89,4.98,5.0,4.98,4.89,225,Entire home/apt
4.63,4.59,4.88,4.78,4.63,4.75,4.53,220,Entire home/apt
4.96,4.99,4.96,4.98,5.0,5.0,4.69,318,Entire home/apt
4.94,4.96,4.96,4.97,4.94,4.96,4.74,152,Private room
4.8,4.94,4.9,4.96,4.96,4.62,4.5,200,Entire home/apt
4.63,4.88,5.0,5.0,4.75,4.75,4.75,180,Entire home/apt
4.83,4.89,4.28,4.89,4.94,4.89,4.67,113,Entire home/apt
4.67,5.0,5.0,5.0,4.67,5.0,5.0,199,Entire home/apt
4.72,4.88,4.77,4.93,4.9,4.69,4.77,157,Entire home/apt
4.81,4.91,4.67,4.88,4.84,4.92,4.83,165,Entire home/apt
4.96,4.96,4.99,4.99,4.98,4.93,4.86,192,Entire home/apt
4.17,4.33,3.67,4.67,4.67,4.17,4.17,85,Private room
4.65,4.94,4.59,4.82,4.94,4.88,4.76,85,Private room
4.67,4.77,4.68,4.9,4.71,4.74,4.63,206,Entire home/apt
4.63,5.0,5.0,4.88,5.0,5.0,4.75,129,Entire home/apt
5.0,4.75,5.0,5.0,5.0,5.0,4.75,425,Entire home/apt
4.87,4.98,4.97,4.82,5.0,4.92,4.81,229,Entire home/apt
4.38,4.5,4.13,4.75,4.88,4.75,4.25,155,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.67,5.0,110,Entire home/apt
4.88,4.92,4.95,4.83,4.92,4.79,4.66,436,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,65,Private room
5.0,4.94,4.89,4.94,4.94,5.0,4.72,125,Entire home/apt
4.86,4.85,4.93,4.99,4.95,4.76,4.79,70,Private room
4.97,4.95,4.92,4.98,4.96,4.93,4.85,1574,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,187,Entire home/apt
5.0,4.71,4.86,5.0,5.0,5.0,4.71,140,Entire home/apt
4.96,4.98,4.96,4.99,4.99,4.97,4.89,193,Entire home/apt
4.97,4.93,4.99,4.97,4.98,4.96,4.82,379,Entire home/apt
4.36,4.55,4.09,4.91,4.55,5.0,4.27,120,Entire home/apt
5.0,4.9,4.9,5.0,5.0,4.7,4.8,120,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,195,Entire home/apt
4.64,4.78,4.84,4.89,4.87,4.62,4.65,66,Private room
4.95,4.95,4.95,4.99,4.99,4.86,4.87,151,Entire home/apt
4.91,4.91,4.7,4.83,4.96,5.0,4.83,295,Entire home/apt
4.92,4.95,4.92,4.98,4.95,4.88,4.88,109,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.67,5.0,100,Entire home/apt
4.91,4.9,4.86,4.98,4.96,4.96,4.82,200,Entire home/apt
4.58,4.82,4.28,4.92,4.94,4.88,4.65,90,Private room
4.64,4.64,4.5,4.86,4.71,4.86,4.64,120,Entire home/apt
4.56,4.66,4.22,4.8,4.82,4.84,4.66,70,Private room
4.75,4.83,4.85,4.98,4.98,4.71,4.66,95,Entire home/apt
4.75,4.89,4.86,4.75,4.93,4.89,4.57,147,Entire home/apt
4.93,4.9,4.88,4.98,4.99,4.92,4.92,199,Entire home/apt
4.78,4.85,4.92,4.8,4.91,4.77,4.63,266,Entire home/apt
4.88,4.88,4.5,5.0,5.0,5.0,4.88,350,Entire home/apt
4.83,4.9,4.86,4.95,4.97,4.9,4.81,113,Private room
4.56,4.81,4.44,4.75,4.88,4.88,3.75,150,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.67,300,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,210,Entire home/apt
4.7,4.85,4.67,4.92,4.96,4.95,4.73,170,Entire home/apt
4.95,5.0,5.0,4.96,5.0,4.98,4.93,550,Entire home/apt
4.9,4.94,4.94,4.87,4.91,4.96,4.72,252,Private room
4.67,4.67,4.89,4.89,5.0,5.0,4.67,279,Entire home/apt
5.0,4.86,5.0,5.0,5.0,4.86,5.0,200,Entire home/apt
4.81,4.85,4.96,4.76,4.89,4.88,4.76,232,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.0,186,Entire home/apt
4.8,4.87,4.84,4.93,4.93,4.93,4.78,96,Private room
5.0,4.93,4.93,5.0,5.0,4.53,4.33,120,Private room
4.97,4.97,5.0,4.94,5.0,4.68,4.81,119,Private room
4.86,4.91,4.95,4.94,4.94,4.78,4.78,103,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,273,Entire home/apt
5.0,5.0,4.67,5.0,5.0,5.0,4.67,700,Entire home/apt
5.0,5.0,5.0,5.0,4.86,4.86,4.93,475,Entire home/apt
4.86,4.86,4.94,4.95,4.97,4.94,4.84,60,Private room
5.0,5.0,4.0,5.0,5.0,5.0,5.0,175,Entire home/apt
4.68,4.8,4.77,4.88,4.85,4.92,4.75,85,Entire home/apt
4.61,4.8,4.56,4.57,4.59,4.66,4.62,63,Private room
5.0,4.95,4.89,5.0,5.0,5.0,4.79,400,Entire home/apt
4.8,5.0,4.6,5.0,5.0,5.0,4.7,325,Entire home/apt
4.94,4.97,4.86,4.88,4.97,4.66,4.74,225,Entire home/apt
4.5,4.86,4.61,5.0,4.93,4.86,4.43,90,Entire home/apt
4.88,4.91,4.93,4.97,4.94,4.93,4.89,70,Private room
5.0,5.0,5.0,5.0,5.0,5.0,4.88,336,Entire home/apt
5.0,5.0,4.0,5.0,5.0,5.0,4.5,101,Entire home/apt
4.93,4.95,4.97,4.97,4.99,4.96,4.87,135,Entire home/apt
4.4,4.5,4.4,4.9,4.7,4.9,4.0,120,Entire home/apt
4.56,4.67,3.89,4.89,4.56,5.0,4.33,150,Entire home/apt
4.92,4.78,5.0,5.0,5.0,4.78,4.33,125,Entire home/apt
4.94,4.87,4.93,4.72,4.94,4.94,4.7,89,Entire home/apt
4.75,4.84,4.79,4.64,4.83,4.96,4.71,250,Entire home/apt
4.96,4.96,4.97,4.95,5.0,4.99,4.79,209,Private room
4.77,5.0,4.85,4.85,5.0,5.0,4.85,212,Entire home/apt
4.95,5.0,4.95,4.95,5.0,4.95,4.9,150,Private room
4.92,4.95,4.97,4.95,4.95,4.9,4.82,145,Entire home/apt
4.78,4.85,4.38,4.95,4.92,4.98,4.7,69,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,89,Entire home/apt
4.6,4.67,4.65,4.81,4.82,4.79,4.64,600,Entire home/apt
4.78,5.0,4.89,5.0,4.67,4.78,4.67,130,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.67,4.0,229,Entire home/apt
4.69,4.73,4.85,4.78,4.81,4.81,4.59,328,Entire home/apt
4.9,4.96,4.99,4.57,4.93,4.96,4.79,199,Entire home/apt
4.67,4.84,4.7,4.89,4.91,4.38,4.7,300,Entire home/apt
4.8,4.87,4.72,4.9,4.9,4.78,4.71,124,Entire home/apt
4.83,5.0,5.0,5.0,5.0,4.5,4.83,175,Entire home/apt
4.68,4.86,4.32,4.82,4.9,5.0,4.5,110,Private room
4.86,4.9,4.81,4.81,5.0,4.38,4.76,197,Entire home/apt
4.79,4.88,4.88,4.92,4.88,4.88,4.79,90,Private room
4.25,4.13,4.13,4.88,4.56,4.81,4.25,57,Private room
4.85,4.94,4.91,4.96,4.94,4.57,4.74,229,Entire home/apt
4.5,4.67,4.17,4.5,4.67,5.0,4.33,416,Entire home/apt
4.93,4.97,4.88,4.97,4.95,4.88,4.78,270,Entire home/apt
4.8,4.86,4.67,4.94,4.89,4.95,4.66,295,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,834,Entire home/apt
4.89,4.78,5.0,4.78,4.78,5.0,5.0,300,Entire home/apt
4.62,4.46,4.62,4.23,4.69,5.0,4.38,235,Entire home/apt
4.57,4.71,4.29,4.86,4.86,4.71,4.43,120,Entire home/apt
4.8,4.71,4.86,5.0,5.0,5.0,4.57,375,Entire home/apt
4.52,4.81,4.83,4.31,4.77,4.97,4.51,116,Entire home/apt
4.89,4.93,4.93,5.0,4.96,4.85,4.8,150,Entire home/apt
5.0,4.8,4.8,4.9,5.0,5.0,4.9,240,Entire home/apt
4.15,4.54,3.77,4.92,4.69,4.77,4.62,63,Private room
4.78,4.88,4.9,4.97,4.92,4.95,4.7,166,Entire home/apt
4.76,4.81,4.9,4.9,4.95,4.81,4.71,214,Entire home/apt
4.78,4.76,4.91,4.95,4.96,4.77,4.72,180,Entire home/apt
4.8,5.0,5.0,5.0,5.0,5.0,4.6,259,Private room
4.97,4.99,4.98,4.98,4.99,4.97,4.87,85,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,170,Entire home/apt
4.66,4.72,4.59,4.71,4.71,4.93,4.62,457,Entire home/apt
5.0,5.0,5.0,4.0,5.0,5.0,5.0,754,Entire home/apt
4.97,5.0,4.97,5.0,5.0,4.97,4.78,235,Entire home/apt
4.73,4.9,4.88,4.75,4.98,4.88,4.73,120,Entire home/apt
4.5,5.0,4.5,5.0,4.75,5.0,5.0,80,Entire home/apt
4.81,4.88,4.75,4.88,4.94,4.81,4.69,250,Hotel room
4.79,4.79,4.07,4.93,4.93,4.93,4.57,119,Entire home/apt
4.45,4.7,4.16,4.8,4.84,4.75,4.39,150,Entire home/apt
4.91,4.97,4.98,4.99,4.99,4.88,4.82,261,Entire home/apt
4.41,4.68,4.73,4.59,4.49,4.69,4.58,66,Private room
4.88,4.88,5.0,4.88,4.88,5.0,4.75,100,Entire home/apt
4.67,4.82,4.67,4.63,4.88,4.87,4.63,253,Entire home/apt
4.96,4.92,4.69,4.96,5.0,4.96,4.81,174,Entire home/apt
4.72,4.84,4.62,4.83,4.94,4.94,4.62,340,Entire home/apt
4.92,4.96,4.96,4.83,4.88,4.96,4.75,375,Entire home/apt
4.67,4.67,4.88,4.92,4.75,4.88,4.38,250,Hotel room
4.8,4.83,4.82,4.84,4.84,4.99,4.76,215,Entire home/apt
4.92,4.93,4.94,4.94,4.98,4.89,4.84,193,Entire home/apt
4.56,4.76,4.71,4.46,4.51,4.51,4.46,60,Private room
4.87,4.91,4.78,5.0,4.96,5.0,4.78,90,Entire home/apt
4.89,4.96,5.0,4.96,4.93,4.93,4.63,96,Private room
4.56,4.66,4.5,4.7,4.84,4.87,4.52,226,Entire home/apt
4.85,4.87,4.85,4.77,4.98,4.65,4.71,250,Entire home/apt
4.71,4.86,4.93,4.85,4.93,4.68,4.76,121,Entire home/apt
4.84,4.89,4.85,4.83,4.88,4.99,4.77,469,Entire home/apt
4.78,4.87,4.79,4.9,4.94,4.64,4.73,157,Entire home/apt
4.75,4.88,4.88,5.0,4.25,5.0,4.5,101,Entire home/apt
4.65,4.63,4.63,4.91,4.82,4.9,4.66,120,Private room
4.79,4.85,4.91,4.88,4.86,4.73,4.75,159,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,275,Entire home/apt
4.67,4.8,4.6,4.8,4.8,5.0,4.47,70,Private room
4.88,4.8,4.4,4.92,5.0,4.96,4.72,259,Entire home/apt
4.67,5.0,4.67,4.83,5.0,5.0,4.33,125,Entire home/apt
2.5,2.67,2.33,2.33,2.67,3.33,3.0,301,Entire home/apt
4.89,4.9,4.96,4.94,4.95,4.77,4.84,119,Private room
4.0,5.0,5.0,5.0,5.0,2.0,2.0,245,Entire home/apt
4.93,4.97,4.87,4.91,4.97,4.93,4.87,200,Entire home/apt
4.75,4.58,4.5,4.83,5.0,5.0,4.42,231,Entire home/apt
4.68,4.81,4.84,4.81,4.71,4.25,4.63,155,Entire home/apt
4.94,4.92,4.86,4.69,5.0,4.97,4.78,236,Entire home/apt
4.87,4.9,4.83,4.7,4.9,5.0,4.7,116,Entire home/apt
4.78,4.85,4.88,4.83,4.72,4.24,4.74,176,Entire home/apt
5.0,4.95,4.89,4.89,5.0,5.0,4.89,90,Private room
4.97,5.0,5.0,5.0,5.0,4.9,4.87,271,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,245,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,250,Entire home/apt
5.0,5.0,4.8,5.0,5.0,4.9,4.9,93,Private room
5.0,5.0,5.0,5.0,5.0,4.0,5.0,150,Private room
4.71,4.83,4.71,4.86,4.86,4.66,4.6,150,Entire home/apt
4.66,4.84,4.58,4.79,4.76,4.71,4.63,53,Private room
4.63,4.53,4.35,4.8,4.88,4.75,4.3,98,Private room
4.68,4.81,4.55,4.81,4.94,4.84,4.52,95,Private room
5.0,5.0,4.0,5.0,5.0,5.0,4.0,200,Entire home/apt
4.71,4.9,4.86,4.81,4.88,4.61,4.84,84,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.5,150,Private room
0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99,Entire home/apt
4.86,4.71,4.57,5.0,5.0,5.0,4.57,76,Shared room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,245,Entire home/apt
4.8,4.92,4.91,4.91,4.82,4.97,4.71,270,Entire home/apt
4.85,4.9,4.83,4.89,4.95,4.85,4.83,200,Entire home/apt
5.0,5.0,4.8,5.0,5.0,5.0,5.0,500,Entire home/apt
4.91,4.92,4.94,4.96,4.93,4.74,4.82,330,Entire home/apt
5.0,5.0,4.88,5.0,5.0,5.0,4.88,160,Private room
4.77,4.87,4.9,4.92,4.94,4.72,4.73,109,Entire home/apt
4.86,4.95,4.81,4.95,4.95,4.9,4.81,278,Entire home/apt
4.87,5.0,4.93,4.6,5.0,4.8,4.67,193,Entire home/apt
4.88,4.95,5.0,5.0,5.0,5.0,4.9,400,Private room
4.9,4.92,4.86,4.92,4.96,5.0,4.76,199,Entire home/apt
4.85,4.98,4.93,4.91,5.0,4.85,4.85,118,Entire home/apt
4.98,5.0,4.91,5.0,5.0,5.0,4.97,95,Private room
4.97,4.97,4.97,5.0,5.0,5.0,4.91,120,Private room
4.85,4.96,4.88,4.96,5.0,4.62,4.77,245,Entire home/apt
4.6,4.79,4.76,4.51,4.97,4.76,4.75,135,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.83,120,Entire home/apt
4.79,4.88,4.63,4.84,4.77,4.98,4.6,462,Entire home/apt
4.8,4.8,4.8,5.0,4.6,5.0,4.8,125,Private room
4.78,4.82,4.9,4.74,4.88,4.36,4.74,174,Entire home/apt
